work_code,work,branch,missing_type,typical_in_cat
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",finishing,FUGA_EPOKSYDOWA,3
7.11,Стены - мозаика,construction,HYDROIZOLACJA,2
7.11,Стены - мозаика,construction,KLEJ_DO_PLYTEK,2
7.11,Стены - мозаика,construction,NARZEDZIE_DIAMENTOWE,4
7.11,Стены - мозаика,construction,SILIKON,2
7.11,Стены - мозаика,construction,TASMA_USZCZELNIAJACA,2
7.11,Стены - мозаика,finishing,FUGA_CEMENTOWA,2
7.11,Стены - мозаика,finishing,FUGA_EPOKSYDOWA,3
7.12,"Стены - мелкая плитка 6х6, 25х25",construction,HYDROIZOLACJA,2
7.12,"Стены - мелкая плитка 6х6, 25х25",construction,KLEJ_DO_PLYTEK,2
7.12,"Стены - мелкая плитка 6х6, 25х25",construction,NARZEDZIE_DIAMENTOWE,4
7.12,"Стены - мелкая плитка 6х6, 25х25",construction,SILIKON,2
7.12,"Стены - мелкая плитка 6х6, 25х25",construction,TASMA_USZCZELNIAJACA,2
7.12,"Стены - мелкая плитка 6х6, 25х25",finishing,FUGA_CEMENTOWA,2
7.12,"Стены - мелкая плитка 6х6, 25х25",finishing,FUGA_EPOKSYDOWA,3
7.13,"Стены - плитка, средний формат 30x30, 60x60",construction,HYDROIZOLACJA,2
7.13,"Стены - плитка, средний формат 30x30, 60x60",construction,KLEJ_DO_PLYTEK,2
7.13,"Стены - плитка, средний формат 30x30, 60x60",construction,NARZEDZIE_DIAMENTOWE,4
7.13,"Стены - плитка, средний формат 30x30, 60x60",construction,SILIKON,2
7.13,"Стены - плитка, средний формат 30x30, 60x60",construction,TASMA_USZCZELNIAJACA,2
7.13,"Стены - плитка, средний формат 30x30, 60x60",finishing,FUGA_CEMENTOWA,2
7.13,"Стены - плитка, средний формат 30x30, 60x60",finishing,FUGA_EPOKSYDOWA,3
7.14,"Стены - крупноформатная плитка 60x120, 120x120",construction,HYDROIZOLACJA,2
7.14,"Стены - крупноформатная плитка 60x120, 120x120",construction,KLEJ_DO_PLYTEK,2
7.14,"Стены - крупноформатная плитка 60x120, 120x120",construction,NARZEDZIE_DIAMENTOWE,4
7.14,"Стены - крупноформатная плитка 60x120, 120x120",construction,SILIKON,2
7.14,"Стены - крупноформатная плитка 60x120, 120x120",construction,TASMA_USZCZELNIAJACA,2
7.14,"Стены - крупноформатная плитка 60x120, 120x120",finishing,FUGA_CEMENTOWA,2
7.14,"Стены - крупноформатная плитка 60x120, 120x120",finishing,FUGA_EPOKSYDOWA,3
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",construction,HYDROIZOLACJA,2
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",construction,KLEJ_DO_PLYTEK,2
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",construction,NARZEDZIE_DIAMENTOWE,4
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",construction,SILIKON,2
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",construction,TASMA_USZCZELNIAJACA,2
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",finishing,FUGA_CEMENTOWA,2
7.15,"Стены - плитка очень большого формата, например, 120x240, 100x300",finishing,FUGA_EPOKSYDOWA,3
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",construction,HYDROIZOLACJA,2
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",construction,KLEJ_DO_PLYTEK,2
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",construction,NARZEDZIE_DIAMENTOWE,4
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",construction,SILIKON,2
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",construction,TASMA_USZCZELNIAJACA,2
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",finishing,FUGA_CEMENTOWA,2
7.16,"Плитка по мп. (плинтус, полка, углубление) мелкий формат до 25cm",finishing,FUGA_EPOKSYDOWA,3
7.17,Плитка по мп. ср. формат 30-90cm,construction,HYDROIZOLACJA,2
7.17,Плитка по мп. ср. формат 30-90cm,construction,KLEJ_DO_PLYTEK,2
7.17,Плитка по мп. ср. формат 30-90cm,construction,NARZEDZIE_DIAMENTOWE,4
7.17,Плитка по мп. ср. формат 30-90cm,construction,SILIKON,2
7.17,Плитка по мп. ср. формат 30-90cm,construction,TASMA_USZCZELNIAJACA,2
7.17,Плитка по мп. ср. формат 30-90cm,finishing,FUGA_CEMENTOWA,2
7.17,Плитка по мп. ср. формат 30-90cm,finishing,FUGA_EPOKSYDOWA,3
7.18,Плитка по мп. крупн. формат >90,construction,HYDROIZOLACJA,2
7.18,Плитка по мп. крупн. формат >90,construction,KLEJ_DO_PLYTEK,2
7.18,Плитка по мп. крупн. формат >90,construction,NARZEDZIE_DIAMENTOWE,4
7.18,Плитка по мп. крупн. формат >90,construction,SILIKON,2
7.18,Плитка по мп. крупн. формат >90,construction,TASMA_USZCZELNIAJACA,2
7.18,Плитка по мп. крупн. формат >90,finishing,FUGA_CEMENTOWA,2
7.18,Плитка по мп. крупн. формат >90,finishing,FUGA_EPOKSYDOWA,3
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),construction,HYDROIZOLACJA,2
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),construction,KLEJ_DO_PLYTEK,2
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),construction,NARZEDZIE_DIAMENTOWE,4
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),construction,SILIKON,2
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),construction,TASMA_USZCZELNIAJACA,2
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),finishing,FUGA_EPOKSYDOWA,3
7.19,Затирка швов для плитки - формат от 30х30 (цементный шов),finishing,KLEJ_DO_PLYTEK,13
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),construction,HYDROIZOLACJA,2
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),construction,KLEJ_DO_PLYTEK,2
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),construction,NARZEDZIE_DIAMENTOWE,4
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),construction,SILIKON,2
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),construction,TASMA_USZCZELNIAJACA,2
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),finishing,FUGA_CEMENTOWA,2
7.20,Затирка швов для плитки - формат от 30х30 (эпоксидный шов),finishing,KLEJ_DO_PLYTEK,13
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),construction,HYDROIZOLACJA,2
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),construction,KLEJ_DO_PLYTEK,2
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),construction,NARZEDZIE_DIAMENTOWE,4
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),construction,SILIKON,2
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),construction,TASMA_USZCZELNIAJACA,2
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),finishing,FUGA_EPOKSYDOWA,3
7.21,Затирка швов для плитки - формат до 30х30 (цементный шов),finishing,KLEJ_DO_PLYTEK,13
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),construction,HYDROIZOLACJA,2
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),construction,KLEJ_DO_PLYTEK,2
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),construction,NARZEDZIE_DIAMENTOWE,4
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),construction,SILIKON,2
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),construction,TASMA_USZCZELNIAJACA,2
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),finishing,FUGA_CEMENTOWA,2
7.22,Затирка швов для плитки - формат до 30х30 (эпоксидный шов),finishing,KLEJ_DO_PLYTEK,13
7.23,Затирка наружных углов эпоксидной затиркой,construction,HYDROIZOLACJA,2
7.23,Затирка наружных углов эпоксидной затиркой,construction,KLEJ_DO_PLYTEK,2
7.23,Затирка наружных углов эпоксидной затиркой,construction,NARZEDZIE_DIAMENTOWE,4
7.23,Затирка наружных углов эпоксидной затиркой,construction,SILIKON,2
7.23,Затирка наружных углов эпоксидной затиркой,construction,TASMA_USZCZELNIAJACA,2
7.23,Затирка наружных углов эпоксидной затиркой,finishing,FUGA_CEMENTOWA,2
7.23,Затирка наружных углов эпоксидной затиркой,finishing,KLEJ_DO_PLYTEK,13
7.24,Шлифовка плитки под 45° формат до 30,construction,HYDROIZOLACJA,2
7.24,Шлифовка плитки под 45° формат до 30,construction,KLEJ_DO_PLYTEK,2
7.24,Шлифовка плитки под 45° формат до 30,construction,SILIKON,2
7.24,Шлифовка плитки под 45° формат до 30,construction,TASMA_USZCZELNIAJACA,2
7.24,Шлифовка плитки под 45° формат до 30,finishing,FUGA_CEMENTOWA,2
7.24,Шлифовка плитки под 45° формат до 30,finishing,FUGA_EPOKSYDOWA,3
7.24,Шлифовка плитки под 45° формат до 30,finishing,KLEJ_DO_PLYTEK,13
7.25,Шлифовка плитки под 45° формат от 30,construction,HYDROIZOLACJA,2
7.25,Шлифовка плитки под 45° формат от 30,construction,KLEJ_DO_PLYTEK,2
7.25,Шлифовка плитки под 45° формат от 30,construction,SILIKON,2
7.25,Шлифовка плитки под 45° формат от 30,construction,TASMA_USZCZELNIAJACA,2
7.25,Шлифовка плитки под 45° формат от 30,finishing,FUGA_CEMENTOWA,2
7.25,Шлифовка плитки под 45° формат от 30,finishing,FUGA_EPOKSYDOWA,3
7.25,Шлифовка плитки под 45° формат от 30,finishing,KLEJ_DO_PLYTEK,13
7.26,Фабричный рез,construction,HYDROIZOLACJA,2
7.26,Фабричный рез,construction,KLEJ_DO_PLYTEK,2
7.26,Фабричный рез,construction,SILIKON,2
7.26,Фабричный рез,construction,TASMA_USZCZELNIAJACA,2
7.26,Фабричный рез,finishing,FUGA_CEMENTOWA,2
7.26,Фабричный рез,finishing,FUGA_EPOKSYDOWA,3
7.26,Фабричный рез,finishing,KLEJ_DO_PLYTEK,13
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,construction,HYDROIZOLACJA,2
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,construction,KLEJ_DO_PLYTEK,2
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,construction,SILIKON,2
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,construction,TASMA_USZCZELNIAJACA,2
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,finishing,FUGA_CEMENTOWA,2
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,finishing,FUGA_EPOKSYDOWA,3
7.27,Сверление отверстия в плитках диаметром свыше 15 мм,finishing,KLEJ_DO_PLYTEK,13
7.28,Нанесение силикона,construction,HYDROIZOLACJA,2
7.28,Нанесение силикона,construction,KLEJ_DO_PLYTEK,2
7.28,Нанесение силикона,construction,NARZEDZIE_DIAMENTOWE,4
7.28,Нанесение силикона,construction,SILIKON,2
7.28,Нанесение силикона,construction,TASMA_USZCZELNIAJACA,2
7.28,Нанесение силикона,finishing,FUGA_CEMENTOWA,2
7.28,Нанесение силикона,finishing,FUGA_EPOKSYDOWA,3
7.28,Нанесение силикона,finishing,KLEJ_DO_PLYTEK,13
8.01,Грунтовка потолков - откосы,construction,GLADZ_GIPSOWA,10
8.01,Грунтовка потолков - откосы,construction,GLADZ_GOTOWA_MASA,10
8.01,Грунтовка потолков - откосы,construction,GLADZ_POLIMEROWA,10
8.01,Грунтовка потолков - откосы,construction,PAPIER_SCIERNY,3
8.02,Грунтовка потолков,construction,GLADZ_GIPSOWA,10
8.02,Грунтовка потолков,construction,GLADZ_GOTOWA_MASA,10
8.02,Грунтовка потолков,construction,GLADZ_POLIMEROWA,10
8.02,Грунтовка потолков,construction,PAPIER_SCIERNY,3
8.03,Грунтовка стен,construction,GLADZ_GIPSOWA,10
8.03,Грунтовка стен,construction,GLADZ_GOTOWA_MASA,10
8.03,Грунтовка стен,construction,GLADZ_POLIMEROWA,10
8.03,Грунтовка стен,construction,PAPIER_SCIERNY,3
8.04,Шлифовка штукатурки - Откосы,construction,GLADZ_GIPSOWA,10
8.04,Шлифовка штукатурки - Откосы,construction,GLADZ_GOTOWA_MASA,10
8.04,Шлифовка штукатурки - Откосы,construction,GLADZ_POLIMEROWA,10
8.04,Шлифовка штукатурки - Откосы,construction,GRUNT_UNIWERSALNY,3
8.05,Шлифовка штукатурки - Потолок,construction,GLADZ_GIPSOWA,10
8.05,Шлифовка штукатурки - Потолок,construction,GLADZ_GOTOWA_MASA,10
8.05,Шлифовка штукатурки - Потолок,construction,GLADZ_POLIMEROWA,10
8.05,Шлифовка штукатурки - Потолок,construction,GRUNT_UNIWERSALNY,3
8.06,Шлифовка штукатурки - Стены,construction,GLADZ_GIPSOWA,10
8.06,Шлифовка штукатурки - Стены,construction,GLADZ_GOTOWA_MASA,10
8.06,Шлифовка штукатурки - Стены,construction,GLADZ_POLIMEROWA,10
8.06,Шлифовка штукатурки - Стены,construction,GRUNT_UNIWERSALNY,3
8.07,Шпатлевка х1 - Откосы,construction,GRUNT_UNIWERSALNY,3
8.07,Шпатлевка х1 - Откосы,construction,PAPIER_SCIERNY,3
8.08,Шпатлевка х1 - Потолок,construction,GRUNT_UNIWERSALNY,3
8.08,Шпатлевка х1 - Потолок,construction,PAPIER_SCIERNY,3
8.09,Шпатлевка х1 - Стены,construction,GRUNT_UNIWERSALNY,3
8.09,Шпатлевка х1 - Стены,construction,PAPIER_SCIERNY,3
8.10,Шпатлевка х2 - Откосы (Q3),construction,GRUNT_UNIWERSALNY,3
8.10,Шпатлевка х2 - Откосы (Q3),construction,PAPIER_SCIERNY,3
8.11,Шпатлевка х2 - Потолок (Q3),construction,GRUNT_UNIWERSALNY,3
8.11,Шпатлевка х2 - Потолок (Q3),construction,PAPIER_SCIERNY,3
8.12,Шпатлевка х2 - Стены (Q3),construction,GRUNT_UNIWERSALNY,3
8.12,Шпатлевка х2 - Стены (Q3),construction,PAPIER_SCIERNY,3
8.13,Шпатлевка х3 - Откосы (Q4),construction,GRUNT_UNIWERSALNY,3
8.13,Шпатлевка х3 - Откосы (Q4),construction,PAPIER_SCIERNY,3
8.14,Шпатлевка х3 - Потолок (Q4),construction,GRUNT_UNIWERSALNY,3
8.14,Шпатлевка х3 - Потолок (Q4),construction,PAPIER_SCIERNY,3
8.15,Шпатлевка х3 - Стены (Q4),construction,GRUNT_UNIWERSALNY,3
8.15,Шпатлевка х3 - Стены (Q4),construction,PAPIER_SCIERNY,3
8.16,Шпатлевка после прокладки провода,construction,GRUNT_UNIWERSALNY,3
8.16,Шпатлевка после прокладки провода,construction,PAPIER_SCIERNY,3
9.01,Малярные работы на высоте. Использование лесов,construction,AKRYL,3
9.01,Малярные работы на высоте. Использование лесов,construction,GRUNT_MALARSKI,7
9.01,Малярные работы на высоте. Использование лесов,construction,KLEJ_DO_TAPET,3
9.01,Малярные работы на высоте. Использование лесов,construction,KLEJ_MONTAZOWY,4
9.01,Малярные работы на высоте. Использование лесов,finishing,FARBA_DEKORACYJNA,7
9.01,Малярные работы на высоте. Использование лесов,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.01,Малярные работы на высоте. Использование лесов,finishing,LAMELE_SCIENNE,2
9.01,Малярные работы на высоте. Использование лесов,finishing,SZTUKATERIA,2
9.02,Покраска в белый цвет - откосы,construction,AKRYL,3
9.02,Покраска в белый цвет - откосы,construction,KLEJ_DO_TAPET,3
9.02,Покраска в белый цвет - откосы,construction,KLEJ_MONTAZOWY,4
9.02,Покраска в белый цвет - откосы,construction,TASMA_MALARSKA,2
9.02,Покраска в белый цвет - откосы,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.02,Покраска в белый цвет - откосы,finishing,LAMELE_SCIENNE,2
9.02,Покраска в белый цвет - откосы,finishing,SZTUKATERIA,2
9.03,Покраска в белый цвет - потолок,construction,AKRYL,3
9.03,Покраска в белый цвет - потолок,construction,KLEJ_DO_TAPET,3
9.03,Покраска в белый цвет - потолок,construction,KLEJ_MONTAZOWY,4
9.03,Покраска в белый цвет - потолок,construction,TASMA_MALARSKA,2
9.03,Покраска в белый цвет - потолок,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.03,Покраска в белый цвет - потолок,finishing,LAMELE_SCIENNE,2
9.03,Покраска в белый цвет - потолок,finishing,SZTUKATERIA,2
9.04,Покраска в белый или один светлый цвет - стены,construction,AKRYL,3
9.04,Покраска в белый или один светлый цвет - стены,construction,KLEJ_DO_TAPET,3
9.04,Покраска в белый или один светлый цвет - стены,construction,KLEJ_MONTAZOWY,4
9.04,Покраска в белый или один светлый цвет - стены,construction,TASMA_MALARSKA,2
9.04,Покраска в белый или один светлый цвет - стены,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.04,Покраска в белый или один светлый цвет - стены,finishing,LAMELE_SCIENNE,2
9.04,Покраска в белый или один светлый цвет - стены,finishing,SZTUKATERIA,2
9.05,Покраска в цвет - откосы,construction,AKRYL,3
9.05,Покраска в цвет - откосы,construction,KLEJ_DO_TAPET,3
9.05,Покраска в цвет - откосы,construction,KLEJ_MONTAZOWY,4
9.05,Покраска в цвет - откосы,construction,TASMA_MALARSKA,2
9.05,Покраска в цвет - откосы,finishing,FARBA_DEKORACYJNA,7
9.05,Покраска в цвет - откосы,finishing,LAMELE_SCIENNE,2
9.05,Покраска в цвет - откосы,finishing,SZTUKATERIA,2
9.06,Покраска в цвет - потолок,construction,AKRYL,3
9.06,Покраска в цвет - потолок,construction,KLEJ_DO_TAPET,3
9.06,Покраска в цвет - потолок,construction,KLEJ_MONTAZOWY,4
9.06,Покраска в цвет - потолок,construction,TASMA_MALARSKA,2
9.06,Покраска в цвет - потолок,finishing,FARBA_DEKORACYJNA,7
9.06,Покраска в цвет - потолок,finishing,LAMELE_SCIENNE,2
9.06,Покраска в цвет - потолок,finishing,SZTUKATERIA,2
9.07,Покраска в цвет - стены,construction,AKRYL,3
9.07,Покраска в цвет - стены,construction,KLEJ_DO_TAPET,3
9.07,Покраска в цвет - стены,construction,KLEJ_MONTAZOWY,4
9.07,Покраска в цвет - стены,construction,TASMA_MALARSKA,2
9.07,Покраска в цвет - стены,finishing,LAMELE_SCIENNE,2
9.07,Покраска в цвет - стены,finishing,SZTUKATERIA,2
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),construction,AKRYL,3
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),construction,GRUNT_MALARSKI,7
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),construction,KLEJ_DO_TAPET,3
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),construction,KLEJ_MONTAZOWY,4
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),finishing,FARBA_DEKORACYJNA,7
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),finishing,FARBA_DEKORACYJNA_KOLOR,3
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),finishing,LAMELE_SCIENNE,2
9.08,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),finishing,SZTUKATERIA,2
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",construction,AKRYL,3
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",construction,KLEJ_DO_TAPET,3
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",construction,KLEJ_MONTAZOWY,4
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",construction,TASMA_MALARSKA,2
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",finishing,FARBA_DEKORACYJNA_KOLOR,3
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",finishing,LAMELE_SCIENNE,2
9.09,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)",finishing,SZTUKATERIA,2
9.10,Нанесение акрила в углах,construction,GRUNT_MALARSKI,7
9.10,Нанесение акрила в углах,construction,KLEJ_DO_TAPET,3
9.10,Нанесение акрила в углах,construction,KLEJ_MONTAZOWY,4
9.10,Нанесение акрила в углах,construction,TASMA_MALARSKA,2
9.10,Нанесение акрила в углах,finishing,FARBA_DEKORACYJNA,7
9.10,Нанесение акрила в углах,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.10,Нанесение акрила в углах,finishing,LAMELE_SCIENNE,2
9.10,Нанесение акрила в углах,finishing,SZTUKATERIA,2
9.11,Декоративная штукатурка,construction,AKRYL,3
9.11,Декоративная штукатурка,construction,GRUNT_MALARSKI,7
9.11,Декоративная штукатурка,construction,KLEJ_DO_TAPET,3
9.11,Декоративная штукатурка,construction,KLEJ_MONTAZOWY,4
9.11,Декоративная штукатурка,construction,TASMA_MALARSKA,2
9.11,Декоративная штукатурка,finishing,FARBA_DEKORACYJNA,7
9.11,Декоративная штукатурка,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.11,Декоративная штукатурка,finishing,LAMELE_SCIENNE,2
9.11,Декоративная штукатурка,finishing,SZTUKATERIA,2
9.12,Флизелиновые обои,construction,AKRYL,3
9.12,Флизелиновые обои,construction,GRUNT_MALARSKI,7
9.12,Флизелиновые обои,construction,KLEJ_MONTAZOWY,4
9.12,Флизелиновые обои,construction,TASMA_MALARSKA,2
9.12,Флизелиновые обои,finishing,FARBA_DEKORACYJNA,7
9.12,Флизелиновые обои,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.12,Флизелиновые обои,finishing,LAMELE_SCIENNE,2
9.12,Флизелиновые обои,finishing,SZTUKATERIA,2
9.13,Виниловые обои,construction,AKRYL,3
9.13,Виниловые обои,construction,GRUNT_MALARSKI,7
9.13,Виниловые обои,construction,KLEJ_MONTAZOWY,4
9.13,Виниловые обои,construction,TASMA_MALARSKA,2
9.13,Виниловые обои,finishing,FARBA_DEKORACYJNA,7
9.13,Виниловые обои,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.13,Виниловые обои,finishing,LAMELE_SCIENNE,2
9.13,Виниловые обои,finishing,SZTUKATERIA,2
9.14,Настенный войлок,construction,AKRYL,3
9.14,Настенный войлок,construction,GRUNT_MALARSKI,7
9.14,Настенный войлок,construction,KLEJ_MONTAZOWY,4
9.14,Настенный войлок,construction,TASMA_MALARSKA,2
9.14,Настенный войлок,finishing,FARBA_DEKORACYJNA,7
9.14,Настенный войлок,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.14,Настенный войлок,finishing,LAMELE_SCIENNE,2
9.14,Настенный войлок,finishing,SZTUKATERIA,2
9.15,Молдинги стеновые с акрилом и покраской,construction,GRUNT_MALARSKI,7
9.15,Молдинги стеновые с акрилом и покраской,construction,KLEJ_DO_TAPET,3
9.15,Молдинги стеновые с акрилом и покраской,construction,TASMA_MALARSKA,2
9.15,Молдинги стеновые с акрилом и покраской,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.15,Молдинги стеновые с акрилом и покраской,finishing,LAMELE_SCIENNE,2
9.16,Молдинги потолочные с акрилом и покраской,construction,GRUNT_MALARSKI,7
9.16,Молдинги потолочные с акрилом и покраской,construction,KLEJ_DO_TAPET,3
9.16,Молдинги потолочные с акрилом и покраской,construction,TASMA_MALARSKA,2
9.16,Молдинги потолочные с акрилом и покраской,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.16,Молдинги потолочные с акрилом и покраской,finishing,LAMELE_SCIENNE,2
9.17,Настенные планки на подложке,construction,AKRYL,3
9.17,Настенные планки на подложке,construction,GRUNT_MALARSKI,7
9.17,Настенные планки на подложке,construction,KLEJ_DO_TAPET,3
9.17,Настенные планки на подложке,construction,TASMA_MALARSKA,2
9.17,Настенные планки на подложке,finishing,FARBA_DEKORACYJNA,7
9.17,Настенные планки на подложке,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.17,Настенные планки на подложке,finishing,SZTUKATERIA,2
9.18,Настенные планки,construction,AKRYL,3
9.18,Настенные планки,construction,GRUNT_MALARSKI,7
9.18,Настенные планки,construction,KLEJ_DO_TAPET,3
9.18,Настенные планки,construction,TASMA_MALARSKA,2
9.18,Настенные планки,finishing,FARBA_DEKORACYJNA,7
9.18,Настенные планки,finishing,FARBA_DEKORACYJNA_KOLOR,3
9.18,Настенные планки,finishing,SZTUKATERIA,2
